ID,TEXT,LABEL
5487,The offsite with colleagues was great fun. We had stimulating discussions,bonding
5488,I got the movie ticket of my favorite actor - first day first show,leisure
5489,we celebrated my daughter birthday.,affection
5490,Out Hockey Team won the League championship.  I was happy for about 2 weeks thinking about it.  ,enjoy_the_moment
5491,I obtained my CPR/First Aid license and certification for my job,achievement
5492,I Went To My Friend Marriage. I Was So Happy. I Met My Old Friends. MY Friend Marriage was very formally  interesting and lot of funnies.,bonding
5493,MY SISTER'S MARRIAGE FUNCTION,affection
5494,MY SISTER'S MARRIAGE FUNCTION,affection
5495,MY BEST FRIEND MARRIAGE PARTY,bonding
5496,MY FAMILY VISITED TO ARIYAMAN BEACH NEAR RAMANATHAPURAM,affection
5497,MY BEST FRIEND MARRIAGE PARTY,bonding
5498,MY BEST FRIEND MARRIAGE PARTY,bonding
5499,"The most happiest moment I still reckon when I came back from the first day of my school, I was so excited and happy to attend my classes and meet with new friends. when I return back to my home. I saw my dad were waiting for me with a glass of juice and that moment made me feel so special so I enjoyed a lot and felt the most happiest moment of my life.",enjoy_the_moment
5500,I was happy when I was riding a roller coaster that I have not done in years.,enjoy_the_moment
5501,"When I am young. I want to be everything. The status of job becomes an issue and expectations rise. Evidently I have no idea what I want to do or be in the future, which will totally satisfy my needs, enjoyment and my parents' expectation.",enjoy_the_moment
5502,I finally finished my final paper for my class. It was over 20 pages long and a big part of my grade so it was relief to finish it,achievement
5503,I got 1st in gokarting and won bragging rights in front of all my friends. It was a great experience and I never felt more happier than that in my life since I have a competitive nature. ,achievement
5504,"When I am young. I want to be everything. The status of hob becomes an issue and expectations rise. Evidently I have no idea what I want to do or be in the future, which will totally satisfy my needs, enjoyment and my parents' expectations.",affection
5505,I got a new job!,achievement
5506,I finished a chapter to a story and submitted it to a website.,achievement
5507,I was watching a laughter show on television. I love the jokes that were cracked in the show. I felt very happy after watching that show.,leisure
5508,Spending my birthday with families in LA is awesome.,affection
5509,No one knows anything about the fashion industry in Brazil. They don't care what you do. They just want the beach and the sun and the fun. I feel the freest and the happiest there.,enjoy_the_moment
5510,"The happiest people in the world are those who feel absolutely terrific about themselves, and this is the natural outgrowth of accepting total responsibility for every part of their life.",enjoy_the_moment
5511,"Today, I finally broke down and made a much needed appointment.",achievement
5512,I am a spiritual person. I pray daily in morning and evening. I felt very happy while and after doing the prayer.,enjoy_the_moment
5513,When I caught my first fish of the year.,achievement
5514,My family members wished me a happy birthday and brought me some small gifts.,affection
5515,My wife gave birth to a baby boy and this made me happy.,affection
5516,When things just somehow manage to work out.When plans you were dreading get cancelled.Looking through old journals from when you were young.,enjoy_the_moment
5517,"My girlfriend and I spent an afternoon by a lake in a park, walking around and enjoying the scenery and sounds of nature.",affection
5518,I AM SO HAPPY WHEN MY FAMILY ARRANGED A TOUR  TO MARINA BEACH IN CHENNAI.WE ARE SPENT 2 DAYS AND 1 NIGHT THERE. THAT IS VERY BIG DAY FOR ME.BECAUSE MY ALL RELATIONS ARE CONDUCT THAT TOUR .,affection
5519,I completed my second tax return as a self employed individual which enabled me to get extra money on this return.,achievement
5520,"Last week me and my wife went to cinema theater to see Bahubali 2 movie, that movie was so superb, i was very happy to see that picture.",affection
5521,I bought a new cellphone.,achievement
5522,I tried cooking an Asian recipe for my family and it turned out alright.,affection
5523,I recently got a beagle named Zoey and she brought a lot of happiness to our house from the moment she came into our lives.,affection
5524,I have bought a used car and it is my first car that I have and it makes me quite happy. ,achievement
5525,I bought a new phone.,achievement
5526,"NAAC work in my college with my friends. its a real nice time we  are three members the day was Sunday . The college ask to come on Sunday , we enjoy the college with empty block no students there we all remember our college day its so funny. we all laughing continuously.",bonding
5527,I came home to my parents,affection
5528,I AM VERY HAPPY TO ENJOY THE VOCATION OF MY FAMILY.THIS PLACE IS VERY COOL AND VERY  NATURE OF THAT PLACE.,affection
5529,I ADOPTED A CAT AT THE HUMANE SOCIETY AFTER LOSING 2 DOGS AND 1 CAT IN 12 MONTHS AND BEING LONELY.,affection
5530,Finding out I can transfer locations for my job.,achievement
5531,When I finally saw some tomato seeds I planted sprouting and growing healthy,achievement
5532,Purchased a Bicycle for exercising and keep my body fit.,exercise
5533,I changed my previous company and switch to new company and getting higher pay. In initial days I am very happy because the pay is increases and I can easily manage my spending's.,achievement
5534,"Enjoyed a village spring fair on our holiday Monday. It seemed like the whole town had turned out and there were loads of shows, races and good things to eat and drink.",enjoy_the_moment
5535,I entered a contest in my school and I made it to second place. ,achievement
5536,I finished a good book.,enjoy_the_moment
5537,I received a raise at work. I wasn't expecting anything because it's a new job but I was pleasantly surprised by the increase and felt appreciated and that I had made a good decision to take this new job.,achievement
5538,"Today I found a quarter on the ground, which to me is a lot of money to find on the ground.",achievement
5539,"While hiking, I ran into a friend I haven't seen in years at a point where I was happy to see anyone - but especially her.",bonding
5540,I finally got a week off of work to go on vacation.,leisure
5541,My son has ASD (Autism Spectrum Disorder) he has been on a waiting list for speech therapy rehab for one year. Finally I got a call from the Rehabilitation center saying that he has been accepted! I was so happy!,achievement
5542,I got my 1.5 year old son to use his potty for the first time yesterday!,achievement
5543,I kicked a game winning field goal for my semi-professional football team.,achievement
5544,"I WAS VERY HAPPY BECAUSE, I GOT GOOD MARKS IN MY CLASS TEST. NOW, I AM VERY CONFIDENT THAT I WILL SCORE GOOD MARK IN MY PUBLIC EXAM.",achievement
5545,"After being in the hospital for 3 days, I got to bring my puppy home.",affection
5546,I lost 16 pounds over the past two months now.,achievement
5547,"Last week we took a family day trip to an Aquarium. It was the kids school vacation and I am glad we were able to take them somewhere exciting. Our budget usually doesn't allow for us to take trips for extended times so it was nice to see how excited the kids were and to forget about the stresses of jobs, money, and school.",affection
5548,"I got my new puppy, I was exited to get him I saved up for awhile to get him.",affection
5549,The first day that I took my daughter to Gymnastics made me incredibly happy! I felt like she was making new friends and getting out more than she use to. ,affection
5550,"An event that made me happy in the past three months was my family vacation to Burlington, VT, we went to visit the sister of my wife, and this was the first time that my daughters met their cousins.",affection
5551,"My spouse, who has had heart trouble since the age of 13 (she is now 65), got a good result from her physical with her cardiologist.",affection
5552,My wife treated me to a surprise trip to see my favorite basketball team play. ,affection
5553,I felt happy when I signed the papers to buy into the practice that I have been working in for almost two years.,achievement
5554,I saw a glassblowing demonstration that was so amazing and then bought a piece of art from the same place. ,enjoy_the_moment
5555,The MLB baseball season began.,leisure
5556,My wife and I found out we are having our first boy!,affection
5557,"Last week I got a letter from a reputed company, asking me to come in for an interview. I have been waiting for months.",achievement
5558,When my girlfriends daughter called me PaPa instead of my name. ,affection
5559,When my son got excellent grades in his final examination.,affection
5560,I watched my son play with bubbles and laugh and giggle.,affection
5561,"This past month I have rekindled multiple old friendships which I had feared would fade with me moving out of state, but I was able to reunite with my closest comrades.",bonding
5562,i had helped my mother in cooking.,affection
5563,I went to theatre watching a film with my family.,affection
5564,"My son turned two and we held a small party, he enjoyed it and the gifts we got him very much.",affection
5565,One of my favorite TV shows from the 80s got picked up on a free over the air station,leisure
5566,"My friend sent me flowers on a random day, because he knew I've been struggling with a personal issue the past few weeks.",bonding
5567,My daughter graduated Basic Military Training for the Air Force.,affection
5568,I completed all my work assignments early and was able to leave earlier than normal.,achievement
5569,I moved to a new city and rented a apartment.,achievement
5570,Getting together with friends for the first time in a while.,bonding
5571,I saw a NBA basketball game with my son.,affection
5572,Last weekend my 6 year old son won his first motocross race of the season.,affection
5573,"Two days ago, my fiance surprised me with candles, wine, strawberries, wine and a foot massage. I was not expecting it and felt very loved. ",affection
5574,My son and daughter n law made dinner for my husband and I on our wedding anniversary.,affection
5575,Seeing my five year old son sing on stage at church.,affection
5576,The day my baby stood by himself in the living room of our house.,affection
5577,My son's birthday because I was able to reflect upon all that he has overcome.,affection
5578,I was surrounded by my family and significant other when I graduated with my MPH this past Thursday.,affection
5579,Last month I got my pay raise at work! I waited over a year for it. ,achievement
5580,I received a $50 check unexpectedly in the mail.,enjoy_the_moment
5581,My brother knew I owed a good bit of taxes for last year to the IRS. He gave me a gift of $3000 to pay it off so I wouldn't have to worry about setting up a payment plan.,affection
5582,I have been spending more time home cooking.  I enjoy getting deals shopping.  Last night I went shopping at the local grocery store later at night.  There were very few people in the store so it made shopping very easy and uncomplicated.,enjoy_the_moment
5583,I graduated with my master's degree/,achievement
5584,A moment that made me happy was my birthday party that I had last month. We dressed in 1920 clothes and took silly photos. It was a `1920s theme. My friends came over to help me celebrate the occasion and to push my head into the cake. We laughed and joked and talked about the silly stuff her little ones do. The love of my life bought me a birthday cake even though I told him not to and he bought one he knew I would love because I am picky when it comes to cakes.,bonding
5585,I was told I will be a grandma for the first time!,affection
5586,My wife and I went out for a special dinner,affection
5587,I was able to buy some very popular shoes for a friend.,bonding
5588,"I am a nursing major. I recently took a test in my Med-Surg II class and got a B. A B might not seem like that great of a grade to some people, but to me it was the best feeling to have studied day and night in our HARDEST class of the entire program and get the grade that reflected my hard work.",achievement
5589,When I woke from surgery and my husband told me the doctors found no cancer cells in the tumor they removed.,achievement
5590,I WAS PROMOTED AT WORK AFTER 9 YEARS OF WAITING FOR THIS ONE JOB TO COME OPEN.,achievement
5591,I got a new job that is in my field of study and pays much more than my old one.,achievement
5592,When my dog finally learned to shake on command.,affection
5593,"The day my son told me I love you da-da, recently, with 2 Y.O. is one of the greatest events that recently happened, and such remarkable event would be in with me forever.",affection
5594,I had my birthday,enjoy_the_moment
5595,"I started a scholarship for teen parents and after I announced fundraising for it on Facebook, I got one-third of my funding within 24 hours. I was ecstatic. ",achievement
5596,The commander of our police station gave me a challenge coin for my extra work at the police department. ,achievement
5597,The day we found out our offer was accepted on the house we really wanted.,achievement
5598,My daughter opened presents at her birthday and she was excited ,affection
5599,I got picked at work for a bigger project. I'm still on the project for about a month in now. I'm super thankful and still happy about it. It gives me more hours so that I can save up and pay the bills without worrying as much. ,achievement
5600,I made money in the stock market after first time trying.,achievement
5601,I received a phone call letting me know that I had gotten my dream job a couple of weeks ago.,achievement
5602,I went to the dentist to get a filling and the bill was lower than I expected.,achievement
5603,I got a new set of golf clubs before the season began.,achievement
5604,My husband came home after a month,affection
5605,"My mother in law got a cash offer on a piece of property that she was selling, which will help make her life a little easier now.",affection
5606,My birthday was back in march and I loved hanging out with my friends!,bonding
5607,I was able to reserve a cabin for our vacation.,leisure
5608,I won a significant bet on a basketball game.,achievement
5609,I finished making a website I've been meaning to finish.,achievement
5610,I made $275 last week selling books.,achievement
5611," happiness is a fuzzy concept and can mean many different things to many people. Part of the challenge of a science of happiness is to identify different concepts of happiness, and where applicable, split them into their components. Related concepts are well-being, quality of life and flourishing. At least one author defines happiness as contentment.[6] Some commentators focus on the difference between the hedonistic tradition of seeking pleasant and avoiding unpleasant experiences, and the eudaimonic tradition of living life in a full and deeply satisfying way.[7]",enjoy_the_moment
5612,The customer in front of me on line paid for my coffee,enjoy_the_moment
5613,I found my e-reader after several weeks for looking for it.,achievement
5614,I went to the bowling alley near my house with some friends.,bonding
5615,I proposed to my crush. She said 'Yes'.,affection
5616,I signed up for Swagbucks and through their offers I made $42.,achievement
5617,"My husband found out he got the job he had been applying for. The job is not only safer, oil field versus refinery, but it pays more. It also allows more time off.He and I can now spend more time together. I have less stress and him being happy makes me happy.",affection
5618,I flashed my Android phone to a new ROM,achievement
5619,My son got a scholarship.,affection
5620,I found out that when my daughter gets married in Feb she is going to take her cat with her! I am overjoyed!,affection
5621,I had a nice online chat with my best friend who lives far away from me.,bonding
5622,I was given a cell phone by my spouse that is so exemplary ,achievement
5623,My friends came over for a board game night last week.,bonding
5624,I was able to secure office space that I was looking for at a great price and this made me feel very happy and excited. ,achievement
5625,"I learned that I had met, in fact, exceeded my goal of lowering my cholesterol by controlling my diet. ",achievement
5626,I threw my girlfriend a surprise birthday party on March 28th,affection
5627,Another event that made me happy in the past 3 months was being able to buy my girlfriend a surprise gift.,affection
5628,I brought my kids to the beach.,affection
5629,I got a $50 gift card from Amazon unexpectedly as a rewards bonus from my credit card company. ,achievement
5630,In Bullet bike I gone for a long drive and that moment make me feel happy.,enjoy_the_moment
5631,I watched the sunset. ,nature
5632,Filing my yearly business taxes and finding out that I didn't have to pay anything to the IRS.,achievement
5633,I got a really good deal on a refurbished laptop.,achievement
5634,My wife and I booked a hotel for a small vacation in June. ,affection
5635,I have ordered liquid BandAid from Amazon and that got delivered too and that moment feels happy.,enjoy_the_moment
5636,My wife and I hosted our daughter's second birthday party and my dad's house.,affection
5637,I started consistently exercising which has made me feel better physically and mentally.,exercise
5638,Talking to an old friend.,bonding
5639,My mother-in-law is coming to visit to see my daughter for an entire week.,affection
5640,I was able to go through all of my work email and take care of everything that I missed for a week.,achievement
5641,I booked my wedding venue and it was the one I was hoping for.,achievement
5642,"I finished my last class required to get my masters degree, and received a grade of A for my efforts.",achievement
5643,"I like to cook, and tried a new recipe, and my family loved it. This was a happy experience as the recipe was very challenging and involved some methods that I have never used before.",achievement
5644,I helped a friend get their computer set up for recording music and they awarded me with a generous check.,bonding
5645,I negotiated a very favorable contract for my organization.,achievement
5646,Receiving a promotion at work.,achievement
5647,I reached a goal I had set for myself in terms of saving money.,achievement
5648,"I bought my toddler son new toys that he loved including, hot wheels tracks and light up balls.",affection
5649,Getting praised for how i do my job from my boss,achievement
5650,Two days ago I went to a chicken place I saw on the New Yorker website and had really good fried chicken. ,enjoy_the_moment
5651,I went to a baseball game with my dad.,affection
5652,"When we decided to move out of Florida and back to Georgia, where our families are.",affection
5653,"I received a long, thoughtful email letter from my high school friend Mel.",bonding
5654,About a month ago I received a grade of 94% on an especially strenuous kinesiology final.  ,achievement
5655,"My wife and I closed on our first home together in April of this year, one month ago.",affection
5656,"I can remember many happy events of my life and out of those, I would like to talk about the event that I can still remember vividly regarding my success in the board exam. The moment I heard that I had been awarded a scholarship based on my performance in the board exam, I became the happiest man in the world. This was indeed a very happy moment for me as it is something I was looking forward to achieving and the news made my parents quite happy and proud.",achievement
5657,My daughter passed her Life Saving test. She was incredibly nervous but passed with flying colors.,affection
5658,"Family stopped by visit on their way to the beach, which is nice since I don't get to see them often.",affection
5659,"Last week when the weather was really nice, my boyfriend and I spent the day outside doing yard work and getting our black raspberry vines ready to produce fruit.",affection
5660,I received a decent scholarship for college which really helped out.,achievement
5661,I ate a very healthy meal daily.,achievement
5662,I WAS HAPPY THAT I GOT TO ATTEND THE GAME THIS WEEKEND WITH SOME FRIENDS AT MARLINS PARK.,bonding
5663,My friend bought me a coffee.,bonding
5664,I got my driver's license after previously failing my driver's test twice.,achievement
5665,I went to my nieces birthday party,affection
5666,I went to a zoo in another city for Star Wars day and was able to see the zoo as well as storm troopers and jedis.,leisure
5667,I attended someone's that I knew at work and I met a lot of interesting people.,bonding
5668,I sold a car that I had been trying to sell for months.,achievement
5669,I finally set up a payment plan for my credit card debt so that it would stop maxing out.,achievement
5670,I got a free gift card to Starbucks,achievement
5671,I got a job working from home that I had been wanting for a long time.,achievement
5672,I talked on the phone with my brother who lives far away.,affection
5673,"Huge numbers of my class members have called or gone by their folks and told ... You will probably free yourself, to recapture your true serenity, and to get on with ... The third individual you should excuse is every other person in your life who has ever ... At whatever point I think about that last week occasion event or circumstance I feel so upbeat, simply rehash, I excuse myself totally.",enjoy_the_moment
5674,I received flowers and cards with well wishes from friends and family after my surgery.,affection
5675,I had a really nice intimate experience with my girlfriend and a mutual friend.,affection
5676,Passing my driver's license test.,achievement
5677,I invested in a new bathroom.,achievement
5678,I went to see my 10-year old son's choir concert.,affection
5679,My dog has behaved all week.,affection
5680,My mom bought me a new Bluray player as a belated birthday gift to show that she loves and cares about me.,affection
5681,I got a new video game.,achievement
5682,"Worked at my church for five hours this morning balancing all the finances, paying all the bills and completing and sending off the monthly reports.  Always happy to finish that job each month.",achievement
5683,Receiving money for graduating school ,achievement
5684,A video game I play had a new expansion come out.,leisure
5685,I attempted a new recipe for dinner and it tasted really good.,achievement
5686,I found an item on ebay that I had been looking for.,achievement
5687,We went with some friends to a beach town nearby for the day and enjoyed the sun and beach together.,bonding
5688,I did well on a very hard lab practical.,achievement
5689,We became the youth pastors at our church.,achievement
5690,"I got my 500th geocache, first CITO and a souvenir all in one day.",achievement
5691,"My girlfriend helped me clean the kitchen, a task I normally complete myself.",affection
5692,"Meeting my best friend who is so much like me, and getting to hang out all the time with her.",bonding
5693,I stepped on the scale and discover I had lost 3 pounds.,achievement
5694,I saved enough for my hotel room for my trip that's happening this month.,achievement
5695,Set a personal record for my weight lifting.,achievement
5696,I read a good book.,leisure
5697,I got to have an unexpected free lunch with a dear friend after meeting with her unexpectedly out of town - it was so uplifting!,bonding
5698,I JUST GOT MY BACK PATIO AREA CLEANED!,achievement
5699,I received excellent feedback after finishing a large programming project for a degree track that I'm pursuing.,achievement
5700,I started working out and watching what I eat. I have lost 5 pounds so far and have been able to keep up with it. I feel good and I can see my body being toned. I haven't felt this way in so long.,achievement
5701,I got my car waxed and polished. ,achievement
5702,"My mother in law got a new puppy and we spent the day playing with the new dog, breaking it in so to speak!",affection
5703,I received a good rating on some work that I did for a client.,achievement
5704,I lost 10 pounds.,achievement
5705,dinner with my wife & dessert from separate place.,affection
5706,Some good news about test results.,achievement
5707,A friend spent a lot of her spare time to help me with a project.,bonding
5708,I stopped smoking.  I really didnt like it anymore.  THe fact I was able tos top made me proud of my self.  Also just better for my health generally.,achievement
5709,When I was told my medical lab results were normal I felt very relieved contentment that was certainly happiness. ,achievement
5710,Coaching my daughter's last basketball game this year brought me joy. ,affection
5711,My daughter did well on her spelling test and it was beautiful seeing her feel proud of herself.,affection
5712,I found out my job is going to keep me and so I didn't have to worry about being let go in July.  ,achievement
5713,I moved to a new city and new home with new friends.,bonding
5714,I saw my boyfriend after he was gone from a long shift at work.,affection
5715,ANOTHER DAUGHTER SKYPED ME FROM JAPAN,affection
5716,My aunt sent me a very thoughtful get well soon letter in the mail about recent health problems.,affection
5717,I won a raffle at work and won a tv.,achievement
5718,I received a promotion at work and have a new job title.,achievement
5719,I took my grandson Joe who is 2 1/2 swimming and he was so cute and fun.,affection
5720,A friend I had not seen for over five years spent a week at my place. It was great reminiscing and hanging out with him again.,bonding
5721,"I have been running regularly for over a year now, and on my run early last week I realized my average mile pace is now between an 8 and 8.30 minute mile. ",exercise
5722,I was able to fix the lens on my camera myself saving me the trouble to have to send the camera to Canon and wait for it to be fixed.,achievement
5723,I felt very happy when I got to spend the day outside on a sunny day walking my dog.,affection
5724,Eating a Grand Mac with my husband made me happy.,affection
5725,Before 15 days was my father's birthday.Usually we don't celebrate his birthday very much before these years but this time we decided to party hard.so we hired party makers and had a lot of surprise for him and made his day very memorable.It was a good time for then.,affection
5726,"I am so happy because my husband got promoted at work, seeing him excel is something I live for.",affection
5727,My friends from college visited and stayed the night; they brought their children and our families had fun playing together.,bonding
5728,Getting a new car. ,achievement
5729,I was happy when I booked my flight to go visit my niece. ,affection
5730,I finished a paper I had been putting off for a while.,achievement
5731,Watched wrestlemania with group of friends.,bonding
5732,My boyfriend bought me dinner from my favorite restaurant. ,affection
5733,Hearing that my sister-in-law passed all her exams.,achievement
5734,Another event that made me happy was when I finished working at one location my employer had sent me to find that the students I worked with were going to miss me and appreciated the work I did with them.,achievement
5735,"My father heart operation completed successful at Last month after completed my father operation in hospital my whole family and am very happy feel and ,they pray to god for this operation completed program.",affection
5736,"It's a day designated to take a step back, look at ourselves, and think about what we've witnessed and what we've experienced over the past year. It's not just a celebration of one day. It's a celebration, and a remembrance, of everything that's happened ",enjoy_the_moment
5737,I loved watching others respond to my dog and try to get him to play when I took him for a walk to the park.,affection
5738,My son passed a competitive exam.,achievement
5739,I received a reimbursement for hotel and rental car for a travel delay.,achievement
5740,Yesterday evening after returned from tour took my son to buy his birthday dress which made him very happy. His happiness made us happy.,affection
5741,My garden is in full bloom and I have added new plants to it.,nature
5742,". Call your mom. Or your dad. Or your favorite aunt, or your grandma.",affection
5743,I was looking around for a CD I wanted and found it in a store I stumbled upon.,achievement
5744,I colored a picture of a fairy riding a ladybug with my daughter.,affection
5745,"In March 2017, after months of searching, I purchased an electric moped to provide an environmentally friendly, safe, and fun transportation that both my daughter and I can ride on! ",achievement
5746,Celebrating my brother's birthday made me happy.,affection
5747,I exercised at morning,exercise
5748,My daughter passed all her midterm exams and is prepared for finals,achievement
5749,My dog and my son was fighting over a toy. My dog naturally is using his mouth to pull on the toy; so is my son. ,affection
5750,I celebrated my birthday with my family.  They let me do my favorite things during the day and then we had a family dinner with cake.,affection
5751,"I cleaned my apartment, and felt very good about the job I did.",achievement
5752,I went to the beach with a friend I hadn't seen in a while.,bonding
5753,My granddaughter first tooth was growing out for the first time.,affection
5754,Hung out with friends I hadn't seen in awhile.,bonding
5755,I moved nto my new duplex,achievement
5756,I cooked rice and curry and it tasted awesome.,enjoy_the_moment
5757,A coworker told me that I was irreplaceable at work.,achievement
5758,Adapted child we kept name saw aashwin and have a big party our friends and to announce that his our family boy they all felt so happy and my son prepared some cookies for aashwin he so happy with us am feel so happy that he like us rey much,affection
5759,I visited my brother who lives in a different state.,affection
5760,I went to temple,leisure
5761,I WENT TO MOVIE,leisure
5762,I WEND TO SHOPPING,leisure
5763,When I was able to connect with a school I enjoy and they asked me to continue subbing for them. It made me happy because I love the atmosphere and the kids.,bonding
5764,I WEND TO SHOPPING,leisure
5765,I made some more new friends from a nation-wide conference this last weekend and had a great time with them!,bonding
5766,"My Uncle is working abroad. when he is here, Its the quality time that are precious to me.",affection
5767,I went to temple.,leisure
5768,I was about to afford to buy a new car that I had wanted for a long time.  ,achievement
5769,I got an interview at a company that I really wanted to work for.,achievement
5770,The warriors made it to the second round of playoffs.,achievement
5771,CELEBRATED BIRTHDAY PARTY WITH MY FRIENDS,bonding
5772,MY BEST FRIEND BIRTHDAY PARTY,bonding
5773,MY BROTHER BIRTHDAY CELEBRATED IN MY HOUSE,affection
5774,my kid draw & painted a wonderful picture and we upload it in the facebook. i feel happy for that.,affection
5775,I got promoted to temporary store manager of my retail store.,achievement
5776,A friend I haven't seen in a long time came to visit me.,bonding
5777,I went back to my college and had dinner with a couple of friends all weekend.,bonding
5778,I celebrated my birthday with nineteen of my closest friends. ,bonding
5779,I attended the wedding of a good friend.,bonding
5780,It made me happy to receive good news from a source that I needed to accomplish a very important challenge that will change my life.,achievement
5781,"The happiest people in the world are those who feel absolutely terrific about themselves, and this is the natural outgrowth of accepting total responsibility for every part of their life.",enjoy_the_moment
5782,No one knows anything about the fashion industry in Brazil. They don't care what you do. They just want the beach and the sun and the fun. I feel the freest and the happiest there.,enjoy_the_moment
5783,I Went to a number of friends weddings in the past 3 months which is a very joyful and pleasant moment ,bonding
5784,I was going with my husband to visit one of my relative. I felt very happy while going with my husband. I enjoyed the time when I was with my husband.,affection
5785,I remodeled my garden last month. My friends appreciated for my idea.,achievement
5786,HER CHILDRENS ARE DANCING AND PLAYING. TAKE A PICTURES LOT SUPERB DAY.,affection
5787,"Recently My sister came to India to Visit us. But For a quite while even before she visiting us, she has been suffering with few pains in her wrist. Initially she thought it was just due to workload. So When She came to India, she consulted our family Doctor . He reported after few scanning that she has Giant Bone Tumor in her hand and Some Organisms have already eaten some part of her bone. So we quickly without any further delay Planned for Operation in which some part of Necessary Bone from leg will be taken and that part will be fixed in hand after removing the tumor she had. Later they thought fixing it with artificial Bone. On the day of Operation,We all family members were waiting outside while her operation was going on. Then Came Doctor and Said they needed Blood ( B+) because of the blood loss she had during operation it was making her hard to breath. I and along with My sister's Brother-in-law Rushed to Blood Bank, I decided to be the Donor , But they initially needed to check my Blood group and all that safety measures which took around 20 Minutes and They Needed Blood Soon and I Quickly Started pumping my Blood Out and Finally Reached the hospital and handed over it to them and the Operation took Place Successfully.Don't Know why but that feeling which I Experienced while Traveling to hospital with my Blood in my Hands to my sister in need of it and tears were rolling threw my eyes is the best feeling I ever Experienced in life.",affection
5788,I was happy when I won the game I was plain on my phone. ,enjoy_the_moment
5789,Going for a hike with my partner.,affection
5790,more time to spend with loved ones,affection
5791,I AM SO HAPPY WHEN MY FAMILY ARRANGED A TOUR  TO MARINA BEACH IN CHENNAI.WE ARE SPENT 2 DAYS AND 1 NIGHT THERE. THAT IS VERY BIG DAY FOR ME.BECAUSE MY ALL RELATIONS ARE CONDUCT THAT TOUR .,affection
5792,"I had been to home town festival, that i never visited since my childhood. The celebration was great. i was very well dressed up, had to cook open, shared food. Whole day enjoying . ",enjoy_the_moment
5793,LAST MONTH MY SISTER GOT MARRIED,affection
5794,Leaving my job to pursue freelance graphic design.,achievement
5795,my elder brother's engagement ceremony its was a big event of the life i was enjoyed much in the event. ,affection
5796,I played a good recital for my family and friends.,affection
5797,I went for a trip.,leisure
5798,I was watching some spiritual lessons on television. I felt very happy after listening and watching these intrinsic elements of life.,enjoy_the_moment
5799,"Yesterday, a stranger initiated a conversation with me at a park and it made me happy because strangers typically never even make eye contact with me, so having an unexpected but rewarding conversation was a nice treat.",bonding
5800,I had a surprise birthday dinner and celebration.,enjoy_the_moment
5801,I went shopping and splurged on myself and children.,affection
5802,"I found out I was pregnant with twins again, this will make baby #4 and #5 for us.",affection
5803,Purchased a washing machine for washing my clothes.,achievement
5804,I got free cooking class tickets and it made me happy,enjoy_the_moment
5805,I am so happy that we finally put a deposit down on our first camper trailer so we don't have to set up a tent any longer.,achievement
5806,Went for a dinner with my whole family and we spent the time fully in a happy moments and feel like time flies in a moment. All the family get together and had a great dinner.,affection
5807,About 3 months ago when my brother decided to come back to Maryland from Florida to visit it was awesome to see him after 2 years of him not living here anymore.,affection
5808,I bought the game Horizon Zero Dawn and was blown away by how beautiful it was.,leisure
5809,"I went to Easter Brunch with my aunt, uncle, and cousin.",affection
5810,"Happy people ask themselves, Will this problem matter a year from now? They understand that life's too short to get worked up over trivial situations. Letting things roll off your back will definitely put you at ease to enjoy the more important things in life.",enjoy_the_moment
5811,"What made me happy was when we were at the beach with friends and saw a turtle swimming around in the ocean. We tracked it for a good 30 minutes with 4 kids under 6 and they were mesmerized by it. Every time it came up for air, my daughter would let out a little squeal of happiness. It made me happy because our kids are able to see these magnificent creatures in their natural habitat, not in a cage somewhere in a zoo.",affection
5812,My son talked to me in a complete sentence. He has is four years old with a speech delay so him talking to me made me very happy.,affection
5813,"After meeting with the judge for my divorce hearing, my divorce was finally final.",achievement
5814,"Just yesterday, my husband called me from work to tell me that he will be able to take next week off for vacation and we will be celebrating my birthday at the beach!",affection
5815,"I WAS VERY HAPPY BECAUSE, I GOT GOOD MARKS IN MY CLASS TEST. NOW, I AM VERY CONFIDENT THAT I WILL SCORE GOOD MARK IN MY PUBLIC EXAM.",achievement
5816,Seeing the ultrasound for the first time made me very happy.,enjoy_the_moment
5817,"When I started watching a new season of one of my favorite shows, Dr. Who.",leisure
5818,Another event that happened that made me happy was being able to visit Florida with my husband and spend quality time with him.  Those memories made will last a lifetime.,affection
5819,I watched by daughter rank advance in a martial arts graduation ceremony.,affection
5820,"I spent a day in a small town hanging out with friends, enjoying breweries, food, and friendship.",bonding
5821,My daughter has Down Syndrome. On World Down Syndrome day (March 21) they all wore Blue and yellow to show their support for her. They were all so eager and excited to show us their clothing. They all loved participating in the activities that the teacher had planned to help them learn more about Down Syndrome. ,affection
5822,I got new flooring put in.,achievement
5823,"I won playing Keno at dinner, which I always play and never win! ",achievement
5824,I assembled string lights for my porch and they look great.,achievement
5825,I got to meet my grandmother after a year of not seeing her. ,affection
5826,Surprise crashing my daughter's birthday party that her dad was having for her because she was so surprised and happy to see me!,affection
5827,I won at pictionary ,achievement
5828,I was happy when I first got my college diploma this winter and opened it up to see my name.,achievement
5829,I was able to regain my strength in the gym after taking a month off.,achievement
5830,My mom giving me $6000 dollars to help put towards a down payment on a house. This made me happy because I know my mom supports me.,affection
